gene_id	TPM	file_accession
ENSG00000055070	2.57	ENCFF408GFZ
ENSG00000055130	4.09	ENCFF408GFZ
ENSG00000055147	1.31	ENCFF408GFZ
ENSG00000055163	0.78	ENCFF408GFZ
ENSG00000055208	5.88	ENCFF408GFZ
ENSG00000055211	3.13	ENCFF408GFZ
ENSG00000055332	1.86	ENCFF408GFZ
ENSG00000055483	2.84	ENCFF408GFZ
ENSG00000055609	4.45	ENCFF408GFZ
ENSG00000055813	0.55	ENCFF408GFZ
ENSG00000055917	5.36	ENCFF408GFZ
ENSG00000055950	5.34	ENCFF408GFZ
ENSG00000056050	2.28	ENCFF408GFZ
ENSG00000056097	8.74	ENCFF408GFZ
ENSG00000056586	3.4	ENCFF408GFZ
ENSG00000056972	1.87	ENCFF408GFZ
ENSG00000056998	11.2	ENCFF408GFZ
ENSG00000057019	2.98	ENCFF408GFZ
ENSG00000057252	2.03	ENCFF408GFZ
ENSG00000057294	1.33	ENCFF408GFZ
ENSG00000057608	21.43	ENCFF408GFZ
ENSG00000057657	0.82	ENCFF408GFZ
ENSG00000057663	2.38	ENCFF408GFZ
ENSG00000057704	1.38	ENCFF408GFZ
ENSG00000057757	4.4	ENCFF408GFZ
ENSG00000057935	2.87	ENCFF408GFZ
ENSG00000058056	1.02	ENCFF408GFZ
ENSG00000058063	6.19	ENCFF408GFZ
ENSG00000058091	2.61	ENCFF408GFZ
ENSG00000058262	7.18	ENCFF408GFZ
ENSG00000058272	7.86	ENCFF408GFZ
ENSG00000058600	1.79	ENCFF408GFZ
ENSG00000058668	6.16	ENCFF408GFZ
ENSG00000058673	12.19	ENCFF408GFZ
ENSG00000058729	1.55	ENCFF408GFZ
ENSG00000058799	2.17	ENCFF408GFZ
ENSG00000058804	0.85	ENCFF408GFZ
ENSG00000059122	0.71	ENCFF408GFZ
ENSG00000059145	1.2	ENCFF408GFZ
ENSG00000059377	2.85	ENCFF408GFZ
ENSG00000059378	1.59	ENCFF408GFZ
ENSG00000059573	1.79	ENCFF408GFZ
ENSG00000059588	1.59	ENCFF408GFZ
ENSG00000059691	2.6	ENCFF408GFZ
ENSG00000059728	1.02	ENCFF408GFZ
ENSG00000059758	5.14	ENCFF408GFZ
ENSG00000059769	0.76	ENCFF408GFZ
ENSG00000059804	4.09	ENCFF408GFZ
ENSG00000060069	0.7	ENCFF408GFZ
ENSG00000060138	23.08	ENCFF408GFZ
ENSG00000060237	38.94	ENCFF408GFZ
ENSG00000060339	6.26	ENCFF408GFZ
ENSG00000060491	1.07	ENCFF408GFZ
ENSG00000060558	0.53	ENCFF408GFZ
ENSG00000060642	0.51	ENCFF408GFZ
ENSG00000060656	0.79	ENCFF408GFZ
ENSG00000060688	2.58	ENCFF408GFZ
ENSG00000060749	2.71	ENCFF408GFZ
ENSG00000060762	7.24	ENCFF408GFZ
ENSG00000060971	2.61	ENCFF408GFZ
ENSG00000060982	2.29	ENCFF408GFZ
ENSG00000061273	1.58	ENCFF408GFZ
ENSG00000061676	19.0	ENCFF408GFZ
ENSG00000061794	3.13	ENCFF408GFZ
ENSG00000061918	0.79	ENCFF408GFZ
ENSG00000061936	2.78	ENCFF408GFZ
ENSG00000061938	0.53	ENCFF408GFZ
ENSG00000061987	9.22	ENCFF408GFZ
ENSG00000062194	5.68	ENCFF408GFZ
ENSG00000062282	4.0	ENCFF408GFZ
ENSG00000062485	9.7	ENCFF408GFZ
ENSG00000062582	3.82	ENCFF408GFZ
ENSG00000062598	2.3	ENCFF408GFZ
ENSG00000062650	2.82	ENCFF408GFZ
ENSG00000062716	17.92	ENCFF408GFZ
ENSG00000062725	2.4	ENCFF408GFZ
ENSG00000063046	28.99	ENCFF408GFZ
ENSG00000063169	0.66	ENCFF408GFZ
ENSG00000063177	61.51	ENCFF408GFZ
ENSG00000063241	2.35	ENCFF408GFZ
ENSG00000063244	5.12	ENCFF408GFZ
ENSG00000063245	1.7	ENCFF408GFZ
ENSG00000063322	1.65	ENCFF408GFZ
ENSG00000063587	1.31	ENCFF408GFZ
ENSG00000063601	0.82	ENCFF408GFZ
ENSG00000063660	2.1	ENCFF408GFZ
ENSG00000063854	3.1	ENCFF408GFZ
ENSG00000063978	2.07	ENCFF408GFZ
ENSG00000064012	1.17	ENCFF408GFZ
ENSG00000064042	1.77	ENCFF408GFZ
ENSG00000064102	2.47	ENCFF408GFZ
ENSG00000064115	2.64	ENCFF408GFZ
